,constituency,name,party,age,cases,assets,liabilities,education_category,education,district,self_profession,spouse_profession,self_profession_category,spouse_profession_category
419,Shravanabelagola,Bojegowda,Samanya Janatha Party (Loktantrik),41.0,0.0,2515000.0,200000.0,Secondary Education,9th Std. From Sri Adichunchanagiri High School Chanarayapatana Hasan Dist 1993-94,Hassan,Agriculture,House wife,Agriculture / Farming,Not Given
420,Shrirangapattana,C S Venkatesha,Aam Aadmi Party,46.0,0.0,1072883.0,,Graduates,"BSc, LLB From Vidhyavardaka Law collage Mysore Year 2008-09",Mandya,lawyer,Housewife,Law / Judiciary,Education / Academia
421,Chiknayakanhalli,C.B. Sureshbabu,JD(S),47.0,0.0,57862757.0,5091000.0,Secondary Education,SSLC AT NALANDA ENGLISH SCHOOL TIPTUR,Tumkur,POLITICIAN,HOUSE WIFE,Politics / Public Service,Not Given
422,Madikeri,C U Kishan,IND,32.0,0.0,10000.0,,Unknown,SSLC (FAIL)SANTHA MICALARA SCHOOL MADIKERE 2007,Kodagu,AGRICULTURE,PRIVATE EMPLOYEE,Agriculture / Farming,Not Given
423,Melukote,C S Puttaraju,JD(S),54.0,0.0,76883468.0,18135366.0,Higher Secondary Education,"PUC From Sharadhavilaasa College, Mysore, Year-(1980-81)",Mandya,"Agriculture, Rent and Rice Mill","House Wife, Rental and Business Share","Agriculture / Farming, Construction / Real Estate",Hospitality / Tourism
424,Shravanabelagola,C S Puttegowda,INC,68.0,0.0,69725504.0,,Postgraduates,"M.A ,Degree in Mysore Open University Year-1975",Hassan,"Rent Money,Agricultarist,Public Employee",Housewife,Not Given,Education / Academia
425,Malur,C Thammappa,SP,52.0,0.0,920000.0,,Secondary Education,SSLC,Kolar,Social Service,Housewife,Social Work / Activism,Education / Academia
426,Hagaribommanahalli,C.H.Lingappa Chaluvadi,RPI,42.0,0.0,50955.0,,Secondary Education,SSLC,Bellary,Agriculture,Housewife,Agriculture / Farming,Education / Academia
427,Hosadurga,C S Thyagarajan,IND,57.0,1.0,3779872.0,30000.0,Postgraduates,"M.A and LLB from Bangalore University, MA in (1986) and LLB in (1984).",Chitradurga,Lawyer,Housewife,Law / Judiciary,Education / Academia
428,Chikmagalur,C T Ravi,BJP,50.0,3.0,50135079.0,21687727.0,Non-Traditional Education,Karnataka State Open University Mysore 2012,Chikmagalur,Lawmaker,housewife social worker,Politics / Public Service,Social Work / Activism
429,Anekal,C.Narayanaswamy,IND,48.0,0.0,10565000.0,2600000.0,Unknown,april 1993,Bangalore Urban,salesman,agriculturist,Business / Entrepreneurship,Agriculture / Farming
430,Bangarapet,C.Venkateshappa,IND,65.0,0.0,2419000.0,,Secondary Education,SSLC,Kolar,Retired officer,House wife,Consulting / Advisory,Not Given
431,Tumkur City,C.Thippeswamy,Samanya Janatha Party (Loktantrik),70.0,0.0,10550000.0,2600000.0,Diploma Holders,"Diploma in electronics ,1968-70,Government polytechnic,Ananthapura",Tumkur,Retired BESCOM Engineer,House Wife,Engineering / Technology,Cound't Classify
432,Yeshvanthapura,Chaithanya T S,IND,43.0,0.0,6456880.0,,Graduates,"10th standard in Shri Panchamuki Ganapathi High School, Tavrekere, B'lore(1988-91), PUC in Vishwachetana Pre-College, Vijayanagar, B'lore(1991-94), and B.A in Shri Jagadguru Renukacharya College, Anandrao Circle, B'lore(1994-98).",Bangalore Urban,"Agriculturist, Tours and Travels Agent.",No,"Agriculture / Farming, Hospitality / Tourism",Cound't Classify
433,Bangalore South,Chand Bhasha,Republican Sena,50.0,0.0,11000.0,,Secondary Education,8th vidhyavikasa high school begur-1981,Bangalore Urban,Labour,House wife,Cound't Classify,Not Given
434,Vijay Nagar,C.K Ravi,Indian New Congress Party,45.0,0.0,146650.0,265000.0,Graduates,"B.E., DR. B .R. AMBEDKAR COLLAGE , BENGALURU UNIVERSITY PASSING DATE- 2001",B.B.M.P(South),Journalism,House wife,Media / Journalism,Not Given
435,Gundlupet,C S Niranjan Kumar,BJP,44.0,1.0,49650000.0,19685341.0,Graduates,"B com, Maharaja Degree College ,Mysore",Chamarajnagar,Agriculturalist,Housewife,Agriculture / Farming,Education / Academia
436,Chickpet,C.Nanjundappa,IND,65.0,0.0,314248.0,,Secondary Education,SSLC from Kote High School,B.B.M.P(Central),Business,House Wife,Business / Entrepreneurship,Cound't Classify
437,Mulbagal,C V Gopal,IND,54.0,0.0,2830000.0,,Secondary Education,SSLC Karnataka University,Kolar,Agriculture,Household work,Agriculture / Farming,Not Given
438,Basavakalyan,C. Narayan,IND,52.0,0.0,1282000.0,,Primary Education,9th pass from Govt High School Kannada medium Basavakalyan-1984,Bidar,Social Service and Business,House Hold,"Social Work / Activism, Business / Entrepreneurship",Cound't Classify
439,Holalkere,C.T. Viswanatha,IND,60.0,0.0,2493564.0,1000000.0,Graduates,"BA -Sayadri College,Shivamoga ,Year-1979-82",Chitradurga,Business,Housewife,Business / Entrepreneurship,Education / Academia
440,Aurad,Chandar,IND,80.0,0.0,10000.0,,Unknown,Unknown,Bidar,Not Given,Not Given,Cound't Classify,Cound't Classify
441,Basavakalyan,Chandrakanth Gyanoba Rane,IND,48.0,0.0,1110000.0,100000.0,Diploma Holders,Diploma in Electronics and Communication Egg. from APS Polytechnic College Bangalore,Bidar,Business,Household,Business / Entrepreneurship,Not Given
442,Hadagalli,Chandranaik.B,BJP,57.0,0.0,27289293.0,300000.0,Secondary Education,"5th Pass, Govt High School, Varakanahalli., Hoovinahadagali tq, Bellari Dist.,",Bellary,Agriculture,Agriculture,Agriculture / Farming,Agriculture / Farming
443,Nargund,Chandrakantagouda Channappagouda Patil,BJP,59.0,0.0,73805833.0,13892878.0,Secondary Education,10th in K E Board School in year 1977,Gadag,Agriculturalist and Buisness,Houewife,"Business / Entrepreneurship, Agriculture / Farming",Not Given
444,Gulbarga Uttar,Chandrakant,BJP,37.0,0.0,412877670.0,,Graduates,B.A IN THE YEAR 2015-16 OF GUG,Gulbarga,BUSINESS,HOUSEWIFE,Business / Entrepreneurship,Not Given
445,Shorapur,Chandrakanth,IND,42.0,0.0,46700.0,,Unknown,Unknown,Yadgir,Agriculture,House wife,Agriculture / Farming,Not Given
446,Hangal,Chandrappa Jalagar,IND,44.0,0.0,9479301.0,1049322.0,Postgraduates,MSc March 2009 Kuvempu University Shivmogga,Haveri,Retired Teacher And Agriculture,Teacher,"Education / Academia, Agriculture / Farming",Education / Academia
447,Shirahatti,Chandrakant Subhas Kadrolli,BSP,40.0,4.0,6750000.0,1090000.0,Diploma Holders,Diploma In Electrician,Gadag,Business and Civil Contractor,Govt. Employee,"Business / Entrepreneurship, Construction / Real Estate",Unknown
448,Jagalur,Chandranna,IND,60.0,0.0,3377000.0,,Secondary Education,10TH Grade Govt High School Jagaluru,Davangere,Agriculture,Household work,Agriculture / Farming,Not Given
449,Gurmitkal,Chandrashekar,Indian New Congress Party,32.0,0.0,1300000.0,,Secondary Education,10TH FROM GOVT PRE-UNIVERSITY COLLEGE YADGIR YEAR 2002,Yadgir,AGRICULTURE AND SOCIAL SERVICE,Not Given,"Agriculture / Farming, Social Work / Activism",Cound't Classify
450,Sullia,Chandrashekara.K,IND,31.0,0.0,22000.0,,Primary Education,"6th pass S.K.P college Jaratadka, sullia in 1999",Dakshina Kannada,wages,Not Given,Unknown,Cound't Classify
451,Shanti Nagar,Chandrashekar S B,IND,41.0,0.0,9320000.0,,Secondary Education,S.S.L.C. and Diploma in Electronics,B.B.M.P(Central),Social Worker,Not Given,Social Work / Activism,Cound't Classify
452,Rajaji Nagar,Chandre Gowda,SP,51.0,0.0,2876000.0,,Higher Secondary Education,2 ND P U C FROM GOVERNMENT PU COLLEGE KUNIGAL 1986,B.B.M.P(Central),DAIRY FARRMING,House Wife,Agriculture / Farming,Cound't Classify
453,Hubli-Dharwad East,Chandrashekhar Gokak,BJP,54.0,2.0,3472150.0,2128368.0,Graduates,"B.Com JG College of Commerce,Hubli, Karnataka University,Dharward passed yr-1985",Dharwad,Retired Employee,House Wife,Not Given,Cound't Classify
454,Hubli-Dharwad West,Chandrashekhar Anemath,IND,28.0,0.0,275000.0,,Postgraduates,MSC KARNATAKA UNIVERSITY DARVAD PASSING DATE-2014-15,Dharwad,Business,Not Given,Business / Entrepreneurship,Cound't Classify
455,Shimoga,Chandrashekhar H G,IND,36.0,0.0,5530000.0,,Graduates,B.A and LLB D V S College Simoga,Shimoga,"Animal Breeding and Agriculchar,Business",House wife,"Agriculture / Farming, Business / Entrepreneurship",Not Given
456,Byatarayanapura,Chandra T G,JD(S),50.0,0.0,526106848.0,12784250.0,Higher Secondary Education,"PUC from Central College, Bangalore 1987",Bangalore Urban,"Agriculturist, Civil Contractor",House wife,"Agriculture / Farming, Consulting / Advisory",Not Given
457,Raichur,Chand Pasha,Indian New Congress Party,47.0,0.0,4286000.0,400000.0,Literate,7TH SARDAR PATEL SCHOOL HOSAPETE,Raichur,Business,House wife,Business / Entrepreneurship,Not Given
458,Indi,Chandrashekhar Basappa Hosamani,IND,31.0,0.0,56900.0,,Graduates,B A Graduate karnataka university Darwad,Bijapur,Labour,Not Given,Cound't Classify,Cound't Classify
459,Mulbagal,Chandrappa V,IND,45.0,0.0,2050000.0,,Doctorates,BHMS from Adichichangiri year 1989-90,Kolar,"Agriculture, Doctor",Not Given,"Medicine / Healthcare, Education / Academia",Cound't Classify
460,Maddur,Chethan B,IND,36.0,0.0,941000.0,271832.0,Secondary Education,SSLC in SCMM High school somanahalli 1997-1998 somanahalli,Mandya,Agriculturing,House wife,Agriculture / Farming,Not Given
461,Sindhanur,Channabasayya Swamy C.B.,IND,42.0,0.0,12517000.0,1447000.0,Higher Secondary Education,PUC FROM GOVERNMENT 1ST GRADE COLLEGE SINDANUR,Raichur,Tenacity AND PRIVATE WORKER,Not Given,Not Given,Cound't Classify
462,Indi,Channappa Siddappa Bhosagi,IND,32.0,0.0,115000.0,,Primary Education,7th Passed from Govt. Primary school horthi,Bijapur,Labour,Labour,Cound't Classify,Cound't Classify
463,Belgaum Dakshin,Changadev Kugaji,JD(S),43.0,0.0,30195000.0,12500000.0,Secondary Education,"SSLC, Mays High School , Belgaum Pass in the Year 1989-90",Belgaum,Exhibitor Distributor,Fashion Designer,Arts / Entertainment,Arts / Entertainment
464,Varuna,Chethan E,IND,28.0,0.0,50000.0,,Graduates,"B.Sc from Yuraj College, Mysore, Year 2008-2013",Mysore,Social service,Not Given,Social Work / Activism,Cound't Classify
465,Kundgol,Channabasappa Sathyapp Shivalli,INC,56.0,0.0,32835184.0,1900000.0,Graduates,"Has not completed BA, Shri. Kadasiddeshwara Arts College and H. S. Kothambri Science Institute, Hubbali",Dharwad,Shethki,Homemaker and shethki,Cound't Classify,Not Given
466,Raichur,Channappa Gouda Alkod,IND,43.0,0.0,1974908.0,500000.0,Primary Education,Completed 9th Class in Govt School Kavital.,Raichur,Agriculture And State Director of Karnataka state Driver board,Housewife,"Agriculture / Farming, Law Enforcement / Security",Education / Academia
467,Sira,Chidanand M Gowda,IND,50.0,0.0,150799579.0,50447785.0,Postgraduates,"Post Graduate, Year 1992 from Bangalore University",Tumkur,Social Srevice,Jems Education Trust CEO,Social Work / Activism,Education / Academia
468,Gulbarga Dakshin,Chandsab M Bhimalli,IND,54.0,0.0,2691800.0,200000.0,Secondary Education,"5TH Govt. High School, Bhimalli",Gulbarga,Agriculture,House wife,Agriculture / Farming,Not Given
469,Sandur,Chetan.N,All India Mahila Empowerment Party,30.0,2.0,2008552.0,230000.0,Higher Secondary Education,1ST PUC VIJAYANAGARA COLLEGE IN THE YEAR 2007,Bellary,AGRICULTRE,HOUSE WIFE,Agriculture / Farming,Not Given
470,Heggadadevankote,Chikkanna,JD(S),74.0,0.0,25391582.0,,Graduates,bsc maharaja colleage mysore,Mysore,member of legislative assembly,House wife,Politics / Public Service,Not Given
471,Melukote,D K Ravikumar,IND,39.0,0.0,250000.0,250000.0,Unknown,SSLC Fail.,Mandya,Agriculture,Agriculture House Wife,Agriculture / Farming,"Agriculture / Farming, Not Given"
472,Arabhavi,Chunappa Uddappa Pujeri,IND,34.0,3.0,3864139.0,120000.0,Higher Secondary Education,"1st PUC ,From S.R.A.V ,College Kollali . Year-2000-01",Belgaum,Agriculturalist,Housewife,Agriculture / Farming,Education / Academia
473,Bangalore South,D K Shivashankar,IND,44.0,0.0,9593500.0,1200000.0,Literate,8th From government school,Bangalore Urban,social service,housewife,Social Work / Activism,Not Given
474,Kalghatgi,Channappa Mallappa Nimbannavar,BJP,71.0,0.0,10475000.0,900000.0,Doctorates,"B.Ed in Mysore university(1974), M.A in Karnataka University,Dharwad(1980) and LLB(special) in J.S.S.Sakri Law College, Hubli(1981).",Dharwad,Retired Agriculturist,Not Given,Agriculture / Farming,Cound't Classify
475,Kanakapura,D K Shivakumar,INC,55.0,4.0,8400167045.0,2340715238.0,Postgraduates,Master of Arts in Political Science from Karnataka State Open University Mysore Year 2006,Ramanagaram,Educationist and Social Worker,House wife and Educationist,"Education / Academia, Social Work / Activism","Construction / Real Estate, Education / Academia"
476,Nanjangud,Chikkanna,IND,48.0,0.0,,,Primary Education,5th pass,Mysore,Business and Dealer,Not Given,Business / Entrepreneurship,Cound't Classify
477,Honnali,D G Shantana Gowda,INC,70.0,0.0,135150996.0,8056779.0,Graduates,"B.Sc. Since P C Jaben College Hubballi Karnataka University Dharwad, Year-1971-72",Davangere,Agriculture,House Wife,Agriculture / Farming,Cound't Classify
478,Nelamangala,D H Manjulamani,IND,59.0,0.0,11590000.0,,Secondary Education,"SSLC From Govt. Empress girls High School, Tumkur in 1975",Bangalore Rural,Agriculture,Payment,Agriculture / Farming,Not Given
479,Hangal,Channabasappa Mahalingappa Udasi,BJP,81.0,0.0,40094000.0,,Primary Education,"8th pass, New english school, hangal 1953",Haveri,Agriculture,House Wife,Agriculture / Farming,Cound't Classify
480,Hunsur,D Mariswamynayaka,IND,60.0,0.0,13005000.0,3000000.0,Graduates,"B.B.M from Maharaja college, Mysuru in the year 1980",Mysore,Retired bank employee,house wife,Banking / Finance,Not Given
481,Gauribidanur,D Palya Khadar Subhan Khan,SP,47.0,0.0,5775000.0,1800000.0,Secondary Education,SSLC Govt High School D.Palya Goribinooru Taluk April 1987,Chikkaballapur,Agriculture and social service,Teacher,"Agriculture / Farming, Social Work / Activism",Education / Academia
482,Bellary,D Ramesh,JD(S),30.0,0.0,796000.0,600000.0,Higher Secondary Education,"PUC II Year , Through Best College, Ballari. 2007",Bellary,Civil Contractor,Housewife,Construction / Real Estate,Education / Academia
483,Channagiri,D Ramesha,JD(S),47.0,0.0,21062000.0,4400000.0,Diploma Holders,B.E IN CIVIL AT SIDDAGANGA INSTITUTE OF TECHNOLOGY TUMKUR,Davangere,AGRICULTURIST AND EXCISE RETAILOR,HOUSE WIFE,Agriculture / Farming,Not Given
484,Hebbal,D Narayana Swamy,IND,43.0,0.0,6000.0,,Secondary Education,10th Std. in mamatha school ganga nagar benglore 1990-1991,B.B.M.P(North),Driving,House wife,Transportation / Logistics,Not Given
485,Jayanagar,D Murugesh,IND,43.0,0.0,866000.0,,Secondary Education,SSLC Pass in 1991 Rani Saraladevi Primary School,B.B.M.P(South),Own Business,House Wife,Business / Entrepreneurship,Cound't Classify
486,Krishnaraja,D N Krishnamurthy,IND,57.0,0.0,2585000.0,,Diploma Holders,Diploma Engineering in CPC Polytechnic Mysore-1986,Mysore,Self Employee Agriculturist,House Wife,Agriculture / Farming,Cound't Classify
487,Sandur,D Raghavendra,BJP,34.0,0.0,59943303.0,32196941.0,Graduates,"B.COM DEGREE FROM ARTS AND COMMERCE COLLEGE , SANDUR, BALLARY DIST, GULBARGA UNIVERSITY , SANDUR, YEAR- 2004-05,",Bellary,BUSINESSMAN AND AGRICULTURIST,HOUSE WIFE,"Business / Entrepreneurship, Agriculture / Farming",Not Given
488,Tarikere,D S Suresh,BJP,50.0,0.0,141444072.0,15334903.0,Graduates,"BA(2nd Yr), SJM College, Tarikere Kuvempu University, First BA in 1989-90 to 2nd yr BA in 1990-91.",Chikmagalur,Agriculturist,Housewife,Agriculture / Farming,Education / Academia
489,Hanur,D Srikantaswamy,Swaraj India,40.0,2.0,600838.0,,Graduates,"B.A Manasa College, Kollegal.",Chamarajnagar,Agriculturist,Housewife and Agriculturist,Agriculture / Farming,Agriculture / Farming
490,Hiriyur,D Yashodhara,JD(S),60.0,1.0,24890000.0,773253.0,Graduates,"B.A,Bengaluru University,1978",Chitradurga,Agriculture,Housewife,Agriculture / Farming,Education / Academia
491,Molakalmuru,D. H. Parameshwarappa,IND,51.0,0.0,1686000.0,400000.0,Secondary Education,"SSLC, Year-1982, From KSEEB",Chitradurga,Business,Housewife,Business / Entrepreneurship,Education / Academia
492,Mulbagal,D Venkataravanappa,IND,39.0,0.0,1385000.0,660000.0,Graduates,"B.A from Govt Degree College, Mulbagalu",Kolar,Agriculture,House Wife,Agriculture / Farming,Cound't Classify
493,Kunigal,D. Nagarajaiah,JD(S),74.0,0.0,87091356.0,100000.0,Higher Secondary Education,12th pass from Acharya college Bangalore,Tumkur,Lawmakers,house wife,Politics / Public Service,Not Given
494,Pulakeshinagar,D. Jayaram,Gareeb Aadmi Party,64.0,0.0,834000.0,,Higher Secondary Education,"II PUC Government Central junior College, Bangalore",B.B.M.P(North),Coolie,Coolie,Unknown,Unknown
495,Hiriyur,D Sudhakar,INC,58.0,2.0,413488051.0,290423942.0,Graduates,"B.Com Final Year from National College. Shimoga, University of Mysore",Chitradurga,Business,House wife Business,Business / Entrepreneurship,Business / Entrepreneurship
496,Kunigal,D Krishna Kumar,BJP,61.0,1.0,24401708.0,1752259.0,Postgraduates,"B.Sc From Govt. Science College, Bengaluru and LLB From V.V.Puram Law College,Year-1982-1986",Tumkur,Agriculture,House Wife,Agriculture / Farming,Cound't Classify
497,Sira,D Lakshmaiah,IND,42.0,0.0,242000.0,,Secondary Education,"10th from Sri Mahalingeshwara High School, Siddalinga Branch, Kora.",Tumkur,Agriculture,House wife,Agriculture / Farming,Not Given
498,Sringeri,D N Jeevaraj,BJP,54.0,1.0,53511381.0,4807735.0,Higher Secondary Education,"EDUCATION- PRE UNIVERSITY COURSE ,COLLEGE-D.V.S COLLEGE ,PLACE-SHIVAMOGGA, YEAR-1981",Chikmagalur,AGRICULTURIST,AGRICULTURIST,Agriculture / Farming,Agriculture / Farming
499,Byatarayanapura,D Ravikumar,IND,43.0,0.0,35000.0,,Unknown,Unknown,Bangalore Urban,Driver,Housewife,Transportation / Logistics,Education / Academia
500,Devanahalli,D.R.Narayanaswamy,IND,44.0,0.0,5620000.0,,Postgraduates,MA LLB Bangalore-2010,Bangalore Rural,Job,Not Given,Unknown,Cound't Classify
501,Bellary City,D. Parthasarathy,Janahitha Paksha,52.0,0.0,1155000.0,,Literate,7th Std,Bellary,Ready Made Garments Cutting Master,Business S.N.N.S Dress Maker,Construction / Real Estate,Business / Entrepreneurship
502,Magadi,D.M.Madegowda,All India Mahila Empowerment Party,38.0,0.0,3037000.0,,Higher Secondary Education,PUC,Ramanagaram,Social Work,House Wife,Social Work / Activism,Cound't Classify
503,Nargund,Danappagouda Bheemanagouda Danappagoudar,SHS,39.0,0.0,11183500.0,750000.0,Graduates,"BA, B.PED FROM PPJ COLEGE GADAG PRABHURAJENDRA COLLEGE GADAG",Gadag,Agriculture,Agriculture Housewife,Agriculture / Farming,"Agriculture / Farming, Not Given"
504,K.R.Pura,D.A.Gopala,JD(S),62.0,0.0,232666054.0,28158349.0,Postgraduates,MA MYSORE BANGALORE UNIVERSITY BANGALORE,B.B.M.P(North),Agriculture AND EDUCATIONAL INSTITUTE,OWNER OFPETROL BUNK,"Education / Academia, Agriculture / Farming",Business / Entrepreneurship
505,Mangalore City South,D. Vedavyasa Kamath,BJP,40.0,0.0,187268696.0,8620000.0,Graduates,B.Com. From Canara College Mangalore University 2000,Dakshina Kannada,Business,Business,Business / Entrepreneurship,Business / Entrepreneurship
506,Maddur,D.C.Thammanna,JD(S),75.0,1.0,281219020.0,74232760.0,Postgraduates,"B.Sc., B.E. from Mysore University",Mandya,MLA,Industrialist,Politics / Public Service,Business / Entrepreneurship
507,Magadi,D.Shivakumar,SP,49.0,0.0,4654000.0,,Graduates,B.A,Ramanagaram,Agriculture,Not Given,Agriculture / Farming,Cound't Classify
508,Anekal,D.Mahadesh,CPI(M),44.0,0.0,8138350.0,,Secondary Education,"10 th govt school ,madanagondanahalli.tamilnadu,1987",Bangalore Urban,Agriculture,Agriculture,Agriculture / Farming,Agriculture / Farming
509,Hiriyur,D.N.Nagendraiah,SP,65.0,0.0,22242000.0,4500000.0,Doctorates,"M.D(Ayurveda) Govt Ayurveda Medical University, Bangalore Year Year 1992 and B.S.M.A, From Govt Ayurveda Medical University, Bangalore Year 1977",Chitradurga,Agriculture And Doctor,Petrol Bunk Propritor,"Agriculture / Farming, Medicine / Healthcare",Business / Entrepreneurship
510,Byadgi,Damodar Raghavendar Maruti,IND,42.0,0.0,2817683.0,364800.0,Postgraduates,"L.L.B From R.T.E.S Law College, Ranebinnur Year 2007",Haveri,Lawyer,House wife,Law / Judiciary,Not Given
511,Aland,Dattappa,Rashtriya Samaj Paksha,41.0,0.0,2565000.0,84000.0,Graduates,"B.A, Govt First Grade College Aland 20111",Gulbarga,Not Given,Not Given,Cound't Classify,Cound't Classify
512,Sarvagnanagar,Dawn Beena.S,Samanya Janatha Party (Loktantrik),40.0,0.0,30689.0,250000.0,Graduates,Bachelor of Commerce,B.B.M.P(North),House Wife,Business,Cound't Classify,Business / Entrepreneurship
513,Jevargi,Darman,IND,39.0,0.0,510000.0,75000.0,Primary Education,"8th Pass From Govt High School, Itaga",Gulbarga,Social Worker,House wife,Social Work / Activism,Not Given
514,Gulbarga Dakshin,Dattatrey,BJP,35.0,0.0,172247264.0,86481124.0,Diploma Holders,"Passed Diploma in Pharmacy Ist Year Tipusultan College of Pharmacy Gulbarga, Board of Examining Authority Bangalore",Gulbarga,Business,House wife,Business / Entrepreneurship,Not Given
515,Nanjangud,Dayanandamurthy H S,JD(S),56.0,0.0,5200000.0,,Higher Secondary Education,PUC Pass,Mysore,Agriculturist,House Wife,Agriculture / Farming,Cound't Classify
516,Chikkodi-Sadalga,Dada Vasant Patil,IND,39.0,0.0,540000.0,750000.0,Primary Education,7th Pass Boys Convent Marathi School 1992,Belgaum,Agriculture,Housewife,Agriculture / Farming,Education / Academia
517,Holalkere,Dayananda .T,Bhaarateeya Janashakthi Congress,39.0,0.0,3970000.0,450000.0,Primary Education,"7th Class, Govt. Higher Primary School,Year-1991",Chitradurga,Business,Housewife,Business / Entrepreneurship,Education / Academia
518,Badami,Dayanand Kulakarni,IND,51.0,0.0,1395000.0,,Secondary Education,SSLC From Sri Kalidasa High School In 1988,Bagalkot,Agriculturist,House Wife,Agriculture / Farming,Cound't Classify
519,K.R.Pura,Dasharatha Ranappa Tegnoor,IND,53.0,0.0,225000.0,,Higher Secondary Education,"SSLC-Jogupalya,Government High School,Bangalore,PUC-Government College,Gulbarga",B.B.M.P(North),Press Reporter,Housewife,Media / Journalism,Education / Academia
520,Aurad,Dhanaji,JD(S),43.0,0.0,9050000.0,6000000.0,Graduates,B E in Civil Engineering from SDMCE enggineering college Dharwad in 1999,Bidar,Social Worker,house wife,Social Work / Activism,Not Given
521,Chittapur,Devaraja.V.K,BSP,33.0,0.0,22799875.0,195000.0,Doctorates,"M.Phil 2013, Doctor of Philosophy (Yet to Submit) from Jawaharlal Nehru University, New Delhi",Gulbarga,Assistant Professor on Contractual in Central University of Karnatak,"Probationary Tahshildhar Grade II, in Kalaburagi District",Education / Academia,Law Enforcement / Security
522,Gauribidanur,Devaki B A,Pyramid Party of India,64.0,0.0,260035.0,,Primary Education,Grama Jothi High School Luckvalli Tere kere Taluk Chikkamanglore District 1968-69,Chikkaballapur,Social Service,Not Given,Social Work / Activism,Cound't Classify
523,Jagalur,Devendrappa B,JD(S),56.0,0.0,1425000.0,255000.0,Secondary Education,"B.A. Incomplete, 1983-84 Govt. Arts College , Chitradurga",Davangere,D grade Retired,Housewife,Unknown,Education / Academia
524,Basavakalyan,Deepak Malgar,Aam Aadmi Party,33.0,0.0,6007000.0,966826.0,Postgraduates,M.TECH IN MECHANICAL ENGINEERING VTU BELGAUM 2014,Bidar,ASSISTANT PROFESSOR,SENIOR TESTING ENGINEERING,Education / Academia,"Engineering / Technology, Information Technology"
525,Haliyal,Deshpande Raghunath Vishwanath,INC,71.0,0.0,2151593731.0,159007197.0,Doctorates,"L.L.B. Shiva ji University , 1970, B.A.(Hons.) Karnatka University 1967.",Uttara Kannada,Social Worker,Investor,Social Work / Activism,Business / Entrepreneurship
526,Periyapatna,Devaraj H B,Bharatiya Republican Paksha,44.0,0.0,4445500.0,280000.0,Secondary Education,SSLC GJC PERIYAPATNA PASSING DATE-1991,Mysore,social work and Agriculture,House wife,"Agriculture / Farming, Social Work / Activism",Not Given
527,Nagthan,Devanand Fulsing Chavan,JD(S),47.0,0.0,34999135.0,6400000.0,Postgraduates,"Has Completed M.A in Shivaji University, Kolhapura, Maharastra State(1996).",Bijapur,Tenacity,Worker in Private Educational Institute,Cound't Classify,Education / Academia
528,Indi,Dayasagar Patil,BJP,46.0,0.0,45461895.0,,Graduates,B S C IN (AGRI) FROM UNIVERSITY OF AGRICULTURAL SCIENCES DHARWAD 1994,Bijapur,BUSINESS,House Wife,Business / Entrepreneurship,Cound't Classify
529,Hubli-Dharwad Central,Deepak Shirolikar,IND,35.0,0.0,16289014.0,48000.0,Higher Secondary Education,"PUC 1st Year,G.G Commerce College, Year-2001",Dharwad,Social Service,Housewife,Social Work / Activism,Education / Academia
530,Saundatti Yellamma,Devindrappa Bhimappa Naik,IND,65.0,0.0,20535585.0,4735000.0,Graduates,"B.A, S B Art Degree Mahavidyala, Vijapura, Karnataka University. Year 1973",Belgaum,Retired Officer KAS Super Time Scale,House Wife,Politics / Public Service,Cound't Classify
531,Vijayanagara,Deepak Singh,JD(S),50.0,4.0,78902600.0,23200000.0,Graduates,"B.A. From Vijaynagar College Hospete, Year-1986-87",Bellary,Agriculture Business,Social Worker Educational Institute,"Agriculture / Farming, Business / Entrepreneurship",Social Work / Activism
532,Dasarahalli,Dhananjaya . L . Gowda,KPJP,27.0,0.0,4007804.0,,Higher Secondary Education,"12th Pass, Peenya Govt. PU Collage, Bangalore.",Bangalore Urban,Social Worker Labour,Not Given,Social Work / Activism,Cound't Classify
533,Afzalpur,Digambar,IND,40.0,0.0,41000.0,,Secondary Education,"SSLC, From PKH High Shool, Devala Ganagapura, Taluk Afzalpura, Dist Kalaburgi",Gulbarga,Wage,Housewife,Unknown,Education / Academia
534,Mangalore City South,Dharmendra,Akhil Bharat Hindu Mahasabha,50.0,0.0,4989600.0,2500000.0,Unknown,Degree Course (not Completed Mysore University),Dakshina Kannada,Civil Contractor,Shares Adviser,Construction / Real Estate,Banking / Finance
535,Hassan,Dharmegowda,Bharatiya Dr. B.R.Ambedkar Janta Party,41.0,0.0,106500.0,,Secondary Education,"SSLC Fail, Kattaya Govt High School",Hassan,Auto Driver,Not Given,Unknown,Cound't Classify
536,Gulbarga Dakshin,Dharmaveer S Pujari,IND,57.0,0.0,116500.0,,Graduates,B.A. B.Ed From Govt B.Ed. College Gulbarga in 1987,Gulbarga,Social Worker Private Work,Household,Social Work / Activism,Not Given
537,Gangawati,Digambarrao Ananthrao Amba,IND,35.0,0.0,725000.0,,Graduates,BA.LLB in Punkisanna Rudhrappa Law College Bellary-2004-2010,Koppal,Lawyer,Not Given,Law / Judiciary,Cound't Classify
538,Hubli-Dharwad Central,Dharwad Abdulrahimankhan Dharwad,IND,55.0,0.0,485062.0,,Secondary Education,10th From Lavington High School Hubli Year-1978-79,Dharwad,Driver,Housewife,Transportation / Logistics,Education / Academia
