,constituency,name,party,age,cases,assets,liabilities,education_category,education,district,self_profession,spouse_profession,self_profession_category,spouse_profession_category
255,Manvi,Ayyamma Nayak,BJP,46.0,0.0,7867854.0,1712667.0,Primary Education,7 TH,Raichur,House wife,Not Given,Not Given,Cound't Classify
256,Vijayanagara,B L Rani Samyuktha,BSRC,47.0,0.0,778913168.0,485097017.0,Diploma Holders,"BE civil not compleated, Vijayanagara Engineer college, Bellary",Bellary,agriculture and business,agriculture and business,"Business / Entrepreneurship, Agriculture / Farming","Business / Entrepreneurship, Agriculture / Farming"
257,Nelamangala,B Ramaiah,BSRC,41.0,0.0,1017500.0,,Unknown,Unknown,Bangalore Rural,SOCIAL SERVICE,HOME MAKER,Social Work / Activism,Not Given
258,Sira,B K Manjunatha,BJP,51.0,0.0,9540000.0,2500000.0,Higher Secondary Education,"PUC-KARNATAKA P.U. BOARD, BANGALORE - YEAR 82-83",Tumkur,BUSINESS AND AGRICULTURE,Not Given,"Business / Entrepreneurship, Agriculture / Farming",Cound't Classify
259,Jevargi,Ayyappa,IND,41.0,0.0,350000.0,375000.0,Graduates,"B.A 1st year,Govt Degree College,Jeevargi,Gulbarga",Gulbarga,Not Given,Not Given,Cound't Classify,Cound't Classify
260,Chittapur,Ayyappa Ramateerth,BSP,,0.0,2300000.0,100000.0,Technical/Professional Courses,"diplomo in filim direction andB.A, Bangalore university, 2000-2007, Diploma in film directions , Mysore university-1998-2000",Gulbarga,Bussiness,Not Given,Business / Entrepreneurship,Cound't Classify
261,Yelahanka,B Chandrappa,JD(S),50.0,0.0,119338817.0,4892367.0,Secondary Education,"S.S.L.C., Boruka English High School,1980",Bangalore Urban,Agriculture and Business,House Wife and Business,"Agriculture / Farming, Business / Entrepreneurship",Business / Entrepreneurship
262,Indi,Azroddin Hayachand Jahagiradar,Bharatiya Dr. B.R. Ambedkar Janata Party,28.0,0.0,51000.0,,Diploma Holders,"ITI (Adarsha college- gulbarga, -2006, gulbarga university, gulbarga)",Bijapur,social service,unmarried,Social Work / Activism,Cound't Classify
263,Nargund,B R Yavagal,INC,66.0,0.0,27219790.0,,Graduates,B.Sc. LLB (Spl),Gadag,Agriculture,House Wife,Agriculture / Farming,Cound't Classify
264,Dharwad,Azalfarida Goususab Ronad,IND,40.0,0.0,1097000.0,80000.0,Secondary Education,"SSLC,1991 SS school ,sangama,bijapura distict",Dharwad,social worker,private job,Social Work / Activism,Cound't Classify
265,Belur,B R Bujendra,BSRC,46.0,0.0,9211056.0,2050000.0,Unknown,Bangalore University,Hassan,Retired PET Teacher,Self Business,Education / Academia,Business / Entrepreneurship
266,Kunigal,B B Ramaswamygowda,INC,57.0,3.0,181874948.0,133700000.0,Graduates,"BA, Mysore univercity - 1977",Tumkur,Agriculture Business,Housewife,"Agriculture / Farming, Business / Entrepreneurship",Education / Academia
267,Gundlupet,B P Muddumallu,JD(S),52.0,0.0,57182000.0,17900000.0,Graduates,"JSS COLLEGE, NANJANAGUDU",Chamarajnagar,SELF EMPLOYEE FARMER,"GOVERNEMENT EMPLOYEE, DOCTOR, MBBS",Agriculture / Farming,"Politics / Public Service, Medicine / Healthcare"
268,Krishnarajpet,B Varadarajegowda,BJP,58.0,0.0,4804000.0,450000.0,Secondary Education,"SSLC from St. Philomena's High School, Mysore in 1971-72",Mandya,Agriculture,Housewife,Agriculture / Farming,Education / Academia
269,Arsikere,B Shivaramu,INC,63.0,0.0,26845506.0,1000000.0,Postgraduates,"Bsc, Govt.College 1971-72 , LLB Govt. Law College, Bangalore 1974-75",Hassan,Agricultarist,House Wife,Agriculture / Farming,Cound't Classify
270,Udupi,B Sudhakar Shetty,BJP,62.0,0.0,22985331.0,4300000.0,Higher Secondary Education,PUC,Udupi,Hotel owner,Housewife,Hospitality / Tourism,Education / Academia
271,Hirekerur,B. C. Patil,INC,57.0,0.0,58413637.0,7279601.0,Graduates,B A IN MYSORE UNIVERSITY - 1977-78,Haveri,FILM ACTOR AND AGRICULTURIST,FILM DIRECTOR,"Arts / Entertainment, Agriculture / Farming",Arts / Entertainment
272,Challakere,B. Hanumantharaya,IND,37.0,0.0,2830000.0,65000.0,Higher Secondary Education,"Ranikere Pre university college meerasabihalli , challakere taluk 1995-96",Chitradurga,agriculture,house wife,Agriculture / Farming,Not Given
273,Hirekerur,B. H. Bannikod,IND,70.0,0.0,11361976.0,34000.0,Graduates,"BA LLB,Karnataka Law University Darwad.",Haveri,LAWYER Agriculture,House Wife,"Law / Judiciary, Agriculture / Farming, Religion / Spirituality",Cound't Classify
274,Vijayanagara,B Veersh,KJP,38.0,0.0,2555600.0,,Primary Education,7th Std. Madapura,Bellary,Agriculturist,Housewife,Agriculture / Farming,Education / Academia
275,Sira,B Sathyanarayana,JD(S),60.0,0.0,22520229.0,863168.0,Graduates,"BA,-Government Degree College Mandya 1974-75, LLB-Vidyodaya Law College, Tumkur-1978",Tumkur,Agricluture,House Wife,Agriculture / Farming,Cound't Classify
276,Chamrajpet,B. K. Aslam Khan,IND,39.0,0.0,605000.0,,Primary Education,government urdu primeri school padrayanpur bangalore 1989-90,B.B.M.P(Central),B.K Enterprice (scrps),Not Given,Business / Entrepreneurship,Cound't Classify
277,Malleshwaram,B. Linge Gowda,IND,34.0,0.0,3650000.0,,Postgraduates,BA LLB VIVEKANANDA DEGREE COLLEGE BANGALORE,B.B.M.P(North),Not Given,Not Given,Cound't Classify,Cound't Classify
278,Byadgi,B. M. Jayadevamathad,IND,48.0,0.0,5000000.0,,Graduates,BA,Haveri,Journalist And Agriculture,Not Given,"Media / Journalism, Agriculture / Farming",Cound't Classify
279,Davanagere South,B. R. Saleem Bhai,IND,50.0,0.0,325000.0,,Primary Education,"7th standard old middle school in 1972,",Davangere,Bidi contractor,house wife,Business / Entrepreneurship,Not Given
280,Davanagere South,B. Lokesh,BJP,52.0,0.0,28684034.0,1110652.0,Graduates,BA at S.J.M Collage in 1980,Davangere,bussiness,HOUSE WIFE,Business / Entrepreneurship,Not Given
281,Davanagere South,B. M. Satish,KJP,50.0,3.0,8480000.0,1150000.0,Graduates,"B.sc L.L,B",Davangere,Agriculture,HOUSE WIFE,Agriculture / Farming,Not Given
282,Shravanabelagola,B. Mohan Kumar,NPP,53.0,0.0,13889350.0,180000.0,Graduates,"B.Com, Banmaiah Evening college Mysore in 1984",Hassan,Business (Lakshmi Education Society),House Wife,Business / Entrepreneurship,Cound't Classify
283,Byndoor,B. M. Sukumara Shetty,BJP,61.0,0.0,62328772.0,21359933.0,Graduates,"B.A. (Bhandarkhars College, Kudapur Taluk, 1977-1978)",Udupi,Business,House Wife,Business / Entrepreneurship,Cound't Classify
284,Kampli,B. Kariyappa Nayaka,IND,41.0,0.0,2580000.0,1020000.0,Graduates,"1990-Ramaiah College, bellary",Bellary,agriculture,house wife,Agriculture / Farming,Not Given
285,Belthangady,B. M. Bhat,CPM,47.0,3.0,5480202.0,,Postgraduates,"LLB in Sri Dharmasthala Manjunatha Law College,mangalore",Dakshina Kannada,Lawyer,LIC Agent,Law / Judiciary,Banking / Finance
286,Basavakalyan,B. Narayan Rao,INC,58.0,0.0,77239000.0,,Graduates,B.A. Passed BVB College Bidar Karnataka University Dharwad,Bidar,Agriculturre Social Worker,House Wife,"Agriculture / Farming, Social Work / Activism",Cound't Classify
287,Pulakeshinagar,B. Prasanna Kumar,INC,60.0,0.0,60899824.0,27522714.0,Graduates,B.A From Mysore University Maharaja College Mysore In 1973,B.B.M.P(North),"Partnership Business In B.P.Kumar Traders, Whole Sale Kerosine Oil Dealer At No 1338 Samplge Halli Dr. Shivarama Karnth Nagar Bangalore","Partnership Business In B.P.Kumar Traders, Whole Sale Kerosine Oil Dealer At No 1338 Samplge Halli Dr. Shivarama Karnth Nagar Bangalore",Business / Entrepreneurship,Business / Entrepreneurship
288,Bantval,B. Ramanatha Rai,INC,61.0,0.0,36273209.0,,Graduates,B.A. MYSORE VISHWAVIDHYALAY IN THE YEAR 1977,Dakshina Kannada,FARMER,FARMER,Agriculture / Farming,Agriculture / Farming
289,Chamrajpet,B. S. Gowda,JD(U),32.0,1.0,361000.0,,Primary Education,Primery School dodda hosgavi mandya (d) 1995 96,B.B.M.P(Central),SOCIAL SERVICE,house wife,Social Work / Activism,Not Given
290,Shikaripura,B. S. Yediyurappa,KJP,71.0,17.0,58360854.0,4889377.0,Graduates,B.A. From Bangalore University,Shimoga,Agriculturist,Not Given,Agriculture / Farming,Cound't Classify
291,Kampli,B. Shivakumar,BJP,36.0,0.0,1388228.0,600000.0,Graduates,VEERASHAIVA MAHA VIDYALAYA COLLAGE,Bellary,TRANSPORT AND COMMUNICATION,House wife,Transportation / Logistics,Not Given
292,Channagiri,B. Shivappa,IND,61.0,0.0,4831573.0,648000.0,Primary Education,"8th std,1965,govt high school,channagiri",Davangere,agriculture,House wife,Agriculture / Farming,Not Given
293,Malavalli,B. Somashekar,JD(U),62.0,0.0,121220437.0,19504120.0,Graduates,"Law Graduate in year 1992 from University College of Law,Bangalore University,Bangalore",Mandya,Business Man,"Agriculturist,Business Women",Business / Entrepreneurship,"Agriculture / Farming, Business / Entrepreneurship"
294,Bellary,B. Sreenivasulu,IND,43.0,0.0,600000.0,,Unknown,Unknown,Bellary,business,house wife,Business / Entrepreneurship,Not Given
295,Bellary,B. Sreeramulu,BSRC,42.0,7.0,379832728.0,154043053.0,Graduates,"BA, Alagappa University, 2008",Bellary,Buisness Man,House Wife,Business / Entrepreneurship,Cound't Classify
296,Sira,B.A.Manjunatha,IND,44.0,0.0,1765000.0,35003.0,Graduates,"BE,mysore university,1998",Tumkur,Agriculture,Not Given,Agriculture / Farming,Cound't Classify
297,Chamrajpet,B. V. Ganesh,IND,42.0,0.0,15000.0,,Secondary Education,sarvodaya high school bangalore,B.B.M.P(Central),Own business,Not Given,Business / Entrepreneurship,Cound't Classify
298,Mangalore City North,B.A.Mohiuddin Bava,INC,49.0,3.0,153841005.0,7176987.0,Unknown,SSLC Fail,Dakshina Kannada,Bussiness,Bussiness,Business / Entrepreneurship,Business / Entrepreneurship
299,Ranibennur,B.A.Sunil Devaragudda,JD(U),46.0,0.0,3238000.0,,Secondary Education,"SR HONNAMA PRE UNIVERSITY,GUDHIHONATHI,1991-92",Haveri,"Agriculture,editor news paper,and artist",TEACHER,"Agriculture / Farming, Arts / Entertainment, Media / Journalism",Education / Academia
300,Chamaraja,B. Vasudeva,IND,60.0,0.0,373000.0,,Literate,"7 th Government school, Tiruvailu grama , vamanjooru padav dakshina kannada district,1965",Mysore,"labour,builder",House wife,"Construction / Real Estate, Law Enforcement / Security",Not Given
301,Malleshwaram,B. T. Lalitha Naik,WPI,69.0,0.0,5956253.0,,Technical/Professional Courses,hindi visharada,B.B.M.P(North),house wife,Not Given,Not Given,Cound't Classify
302,Arkalgud,B.C Rajesha,BSP,,0.0,19967000.0,,Postgraduates,"BA,MA,LLB,Vishwavardaka law college mysore,Mysore university,1998-99",Hassan,Lawyer,Doctor,Law / Judiciary,Medicine / Healthcare
303,Madikeri,B.A.Jivijaya,JD(S),75.0,0.0,38074362.0,,Graduates,BSc from mysore university(1959),Kodagu,farmer,home maker and farmer,Agriculture / Farming,Agriculture / Farming
304,T.Narasipur,B.C. Shantharaju,IND,38.0,0.0,866500.0,150000.0,Unknown,Unknown,Mysore,agencies security,tailor,Law Enforcement / Security,Unknown
305,Nelamangala,B.C. Ramanna,IND,45.0,0.0,720000.0,,Primary Education,"R.V.K High school ,kuluvanhalli, 1985-86",Bangalore Rural,Agriculture,Agriculture,Agriculture / Farming,Agriculture / Farming
306,K.R.Pura,B.A. Basavaraja,INC,48.0,4.0,463850222.0,55326594.0,Graduates,BA In 1985-1988,B.B.M.P(North),farming and business,home maker,"Agriculture / Farming, Business / Entrepreneurship",Not Given
307,Belur,B.C.Chandrashekara Aradya,IND,60.0,0.0,580000.0,160000.0,Secondary Education,"SSLC,PEd,Malladihalli,1970",Hassan,R Master,House wife,Cound't Classify,Not Given
308,Hadagalli,B.Chandra Naik,BJP,51.0,0.0,11580000.0,,Primary Education,5th pass,Bellary,Agriculture,House Wife,Agriculture / Farming,Cound't Classify
309,Tiptur,B.C.Nagesh,BJP,53.0,0.0,57991420.0,211406.0,Graduates,B.E TECHNICIAL,Tumkur,bussiness and agriculture,Bussiness patner and House Wife,"Business / Entrepreneurship, Agriculture / Farming","Business / Entrepreneurship, Not Given"
310,Yelahanka,B.Chandrappa,IND,43.0,0.0,3550000.0,,Unknown,"1987,government school, yalenka",Bangalore Urban,"lic agent , social worker",house wife,Social Work / Activism,Not Given
311,Sorab,B.Chandrappa Gowda,BSRC,59.0,1.0,2690000.0,385000.0,Primary Education,"4th, Govt Hihger Primary School",Shimoga,Farmer,House Wife,Agriculture / Farming,Cound't Classify
312,Siruguppa,B.Eranna,JD(S),64.0,0.0,6392888.0,300000.0,Postgraduates,M Sc. - Bio Chemistry KARNATAKA UNIVERSITY DHARWAD 1974,Bellary,RETIRED LECTURER,HOME MAKER,Education / Academia,Not Given
313,Davanagere North,B.Gnana Prakash,IND,31.0,0.0,3635000.0,470000.0,Graduates,"Bcom,2nd puc(1998-99)",Davangere,Nirma company sales representative and chitradurga eicher tractor dealer,housewife,"Business / Entrepreneurship, Agriculture / Farming",Not Given
314,Hosadurga,B.G.Govindappa,INC,58.0,1.0,24240000.0,3860000.0,Graduates,"J S S College, Mysore (1971-72)",Chitradurga,Farmer,House wife,Agriculture / Farming,Not Given
315,Bhadravati,B.G.C. Kumar,IND,49.0,0.0,2257000.0,350000.0,Vocational Training,J.D.C CO-OPERATIVE TRANING CENTRE IN 1986-87,Shimoga,LIC AGENT,HOUSE WIFE,Banking / Finance,Not Given
316,Sagar,B.K.Gopalakrishna Beluru,JD(S),48.0,2.0,16351521.0,842867.0,Higher Secondary Education,PUC 1981-1982,Shimoga,Agriculture,Housewife,Agriculture / Farming,Education / Academia
317,Mudigere,B.M. Ramesh Byrigadde,IND,39.0,0.0,1126000.0,,Illiterate,"7th pass,1987, Govt. higher primary school, mudigere",Chikmagalur,Agriculture,House wife,Agriculture / Farming,Not Given
318,Tumkur Rural,B.H.Kalaiah,JD(U),70.0,0.0,7750000.0,1560000.0,Graduates,"BSc,1996,mysore vishva vidyalaya first grade college,tumkur",Tumkur,reatired subregister,house wife,Cound't Classify,Not Given
319,Arsikere,B.K.Somashekar,JD(U),42.0,0.0,10043632.0,500000.0,Graduates,BE mallnad engneering college hasan,Hassan,agriculter,house wife,Agriculture / Farming,Not Given
320,Hanur,B.K.Shiva Kumar,BJP,34.0,0.0,7001000.0,258000.0,Secondary Education,"1997, Anitha Convent, Malavalli,Mandya",Chamarajnagar,Social Service,House Wife,Social Work / Activism,Cound't Classify
321,Hadagalli,B.J.Raghavendranaik,CPI(ML)(L),32.0,0.0,310000.0,,Graduates,"Malathii collage, jagaluru",Bellary,SBI LIFE INSURANCE AGENT,HOUSE WIFE,Banking / Finance,Not Given
322,Sira,B.K.Jayachandra,IND,34.0,0.0,700000.0,,Graduates,"BSc,tumkur university,tumkur,2003",Tumkur,business,house wife,Business / Entrepreneurship,Not Given
323,T.Narasipur,B.M.Srikantavardhan,IND,38.0,0.0,99500.0,,Secondary Education,GOVERNMENT HIGH SCHOOL TALAKADU IN 1995-96,Mysore,Farmer,Not Given,Agriculture / Farming,Cound't Classify
324,Kadur,B.M.Madhu,LSP,31.0,0.0,250500.0,,Secondary Education,GOVT PU COLLEGE CHIKKAMAGALOORU,Chikmagalur,DIRECTOR OF SMALL SCREEN,Not Given,Media / Journalism,Cound't Classify
325,Hosakote,B.N.Ananda,IND,42.0,0.0,40000.0,,Secondary Education,"SSLC, BVNHS Devasandra",Bangalore Rural,Agriculturist,Housewife,Agriculture / Farming,Education / Academia
326,Ranibennur,B.M.Jayadeva,IND,48.0,0.0,5000000.0,,Graduates,B.A,Haveri,Agriculture,Not Given,Agriculture / Farming,Cound't Classify
327,T.Narasipur,B.M. Doddamadaiah,Bharatiya Dr. B.R. Ambedkar Janata Party,65.0,0.0,101200.0,,Postgraduates,M.A BANGALORE UNIVERSITY COLLEGE IN 2007,Mysore,retired government employ,Not Given,Not Given,Cound't Classify
328,Basavanagudi,B.K.Chandrashekar,INC,76.0,0.0,78509943.0,,Doctorates,"BA, BL (Mysore Univ - 1961), LLM (Leeds Univ, London- 1966), D Phil (St John's College, Oxford - 1977)",B.B.M.P(South),"Retired Professor, IIM-B. Former Minister and Former Chairman - Karnataka Legislative Council","Retired Professor - NMKRV College for Women, Freelance Artiste","Education / Academia, Politics / Public Service","Education / Academia, Arts / Entertainment"
329,Hosakote,B.N.Bache Gowda,BJP,71.0,0.0,415420000.0,83993503.0,Graduates,"B,Sc",Bangalore Rural,SOCIAL WORKER,HOUSE WIFE,Social Work / Activism,Not Given
330,Varuna,B.Mahadevaswamy,IND,52.0,0.0,5315000.0,1000000.0,Primary Education,7TH STANDARD,Mysore,BUSINESS,house wife,Business / Entrepreneurship,Not Given
331,Jayanagar,B.N Vijaykumar,BJP,54.0,0.0,17627765.0,,Graduates,"B.E. IN CIVIL FROM BMS ENGINEERING COLLEGE, Bangalore University in 1990",B.B.M.P(South),POLITICS,Not Given,Politics / Public Service,Cound't Classify
332,Jagalur,B.N.Thippeswamy,SP,49.0,0.0,490000.0,500000.0,Higher Secondary Education,"Nalanda Pre University College Jagaloor, 1882-83",Davangere,Agriculture,Kindergarten Member,Agriculture / Farming,Education / Academia
333,Siruguppa,B.M.Nagaraj,INC,42.0,3.0,12737032.0,,Unknown,"SSLC Failed, Govt. school Siraguppa",Bellary,Business and Farmer,House wife,"Business / Entrepreneurship, Agriculture / Farming",Not Given
334,Kanakapura,B.Nagaraju,BJP,51.0,2.0,12362000.0,1250000.0,Unknown,B.A (DICONTINUE),Ramanagaram,AGRICULTURIST,House wife,Agriculture / Farming,Not Given
335,Turuvekere,B.K.Somashekara,BJP,45.0,3.0,31773412.0,2436723.0,Graduates,VIVEKANANDA COLLEGE BANGLORE 1985,Tumkur,AGRICULTURE AND TRADE,HOUSE WIFE,"Business / Entrepreneurship, Agriculture / Farming",Not Given
336,Kudligi,B.Nagendra,IND,42.0,1.0,145624487.0,145961.0,Graduates,"B.com., Veera Shivaa College Bellary-1993",Bellary,Vidhan Sabha Member,House wife,Politics / Public Service,Not Given
337,Hunsur,B.Rajanna,IND,65.0,0.0,400000.0,,Secondary Education,"Government high school, hunasooru",Mysore,Not Given,Not Given,Cound't Classify,Cound't Classify
338,Aland,B.R.Patil,KJP,63.0,4.0,25842197.0,1450824.0,Secondary Education,SSL GULBARGA,Gulbarga,SOCIAL SERVICE,HOUSE WIFE,Social Work / Activism,Not Given
339,Sagar,B.R.Jayanth,KJP,63.0,0.0,14303248.0,404935.0,Graduates,BA from mysore,Shimoga,Agriculture Business,Business management,"Agriculture / Farming, Business / Entrepreneurship",Business / Entrepreneurship
340,Narasimharaja,B.P.Majnunath,BJP,56.0,0.0,29726474.0,3299856.0,Secondary Education,SSLC IN MYSORE,Mysore,BUSINESS,HOUSE WIFE,Business / Entrepreneurship,Not Given
341,Shimoga,B.R. Karibasappa,LJP,47.0,0.0,340000.0,600000.0,Secondary Education,ayanur highschool taluk and district shimoga,Shimoga,Farmer,HOUSE WIFE,Agriculture / Farming,Not Given
342,Sullia,B.Raghu,INC,58.0,1.0,4055962.0,30000.0,Doctorates,MBBS in Mysore Univesity And DMRT From Bangalore University - 1997,Dakshina Kannada,DOCTOR,HOUSE WIFE,Medicine / Healthcare,Not Given
343,Gandhi Nagar,B.R. Ravi Reddy,IND,63.0,0.0,,,Graduates,B.A From GAS In 1972-73,B.B.M.P(Central),Social Service,House Wife,Social Work / Activism,Cound't Classify
344,Harihar,B.P.Harish,KJP,52.0,0.0,32763366.0,6722677.0,Graduates,"BA, MSB College, Davangere",Davangere,Business Social Service,Housewife,"Business / Entrepreneurship, Social Work / Activism",Education / Academia
345,Harihar,B.P.Harish,IND,29.0,0.0,11261000.0,220000.0,Graduates,"B.com passed out,SJVP college,harihara",Davangere,Agriculture and social service,House wife,"Agriculture / Farming, Social Work / Activism",Not Given
346,Kudligi,B.Nagendra,IND,42.0,0.0,145624487.0,145961.0,Graduates,"B.Com From Virashaiva College, Gulbarga,1993",Bellary,Assembly member,House wife,Politics / Public Service,Not Given
347,Tarikere,B.R Paramesha Naik,IND,29.0,0.0,323500.0,,Secondary Education,"9th std,grama jyothi high school,lakkavalli",Chikmagalur,Labour,unmarried,Cound't Classify,Cound't Classify
348,Sandur,B.Ravi Prakash,KJP,46.0,0.0,57031500.0,1245000.0,Graduates,"BE CIVIL ENGINEERING, BIET COLLEGE DAVANGERE 1990",Bellary,Engineer,HOME MAKER,Engineering / Technology,Not Given
349,Vijay Nagar,B.S. Kanyakumari,JD(S),56.0,0.0,7867487.0,195912.0,Graduates,"B. Com Basent Gitls College Mangalore , Mysore univercity , 1980-81",B.B.M.P(South),House wife,Lawyer,Not Given,Law / Judiciary
350,Tumkur Rural,B.Suresh Gowda,BJP,48.0,1.0,86685948.0,25306254.0,Graduates,B.com R.C. College Bangalore1987-88,Tumkur,social service and farmer,housewife,"Social Work / Activism, Agriculture / Farming",Not Given
351,Vijay Nagar,B.S.Vagesh Prasad,KJP,51.0,1.0,6190524.0,,Graduates,NIJALINGAPPA COLLEGE 1984,B.B.M.P(South),AGRICULTURE AND TRADE,HOUSE WIFE,"Business / Entrepreneurship, Agriculture / Farming",Not Given
352,Madhugiri,B.Sumithra Devi,BJP,43.0,0.0,2768234.0,300000.0,Higher Secondary Education,PUC,Tumkur,Agriculture,Employee,Agriculture / Farming,Cound't Classify
353,Siruguppa,B.S. Mallikarjun Nayaka,IND,27.0,0.0,500000.0,,Unknown,Unknown,Bellary,Agriculture,Not Given,Agriculture / Farming,Cound't Classify
354,C.V. Raman Nagar,B.T. Srinivas,BSP,60.0,0.0,1350000.0,,Unknown,BANGALORE,B.B.M.P(North),BUSINESS,HOUSE WIFE,Business / Entrepreneurship,Not Given
355,Govindraj Nagar,B.S. Vijayakumar,SJP,65.0,0.0,9340000.0,,Postgraduates,B.Com (M.com),B.B.M.P(South),"retired - regional P.F. commissioner's office, Bangaluru",Not Given,Politics / Public Service,Cound't Classify
356,Chamrajpet,B.Z.Zameer Ahmed Khan,JD(S),48.0,1.0,94538040.0,20000000.0,Secondary Education,"SSLC discontinued. at Siddhartha High School,Kunigal,Tumkur District in 1982-83",B.B.M.P(Central),"Managing Partner, M s N.T. Zameer Ahmed khan Associates",Partner N.T. Zameer Ahmed Khan Associates,Consulting / Advisory,"Law / Judiciary, Consulting / Advisory"
357,Chamrajpet,B.V.Ganesh,BJP,57.0,0.0,36837751.0,6696746.0,Graduates,BCO FROM APS,B.B.M.P(Central),TEXTILE AND INDUSTRIALIST,HOUSEWIFE AND INDUSTRIALIST,"Construction / Real Estate, Business / Entrepreneurship","Education / Academia, Business / Entrepreneurship"
358,Tumkur City,B.T. Sunanda,JD(U),31.0,0.0,995000.0,34000.0,Graduates,"BA,agrasena, PG college ,varanasi(uttara pradesh)",Tumkur,house wife,business,Not Given,Business / Entrepreneurship
359,Bagepalli,Babu,IND,50.0,0.0,78000.0,,Primary Education,7th std,Chikkaballapur,farmer,house wife,Agriculture / Farming,Not Given
360,Hiriyur,B.T.Shanthanna,IND,49.0,0.0,565000.0,,Higher Secondary Education,"2nd PUC,jounier college chitradurga",Chitradurga,agriculter,House wife,Agriculture / Farming,Not Given
361,Yelahanka,B.Viswanath,IND,48.0,0.0,949889.0,,Literate,"B.Com(fail),STSN Kalashala,kadiri,1984-87",Bangalore Urban,Agriculture and Real estate business,Agriculture,"Agriculture / Farming, Construction / Real Estate",Agriculture / Farming
362,Nelamangala,B.V.Sathishchandra,IND,77.0,0.0,16168116.0,15000.0,Graduates,"B.Com, LLB Bangalore",Bangalore Rural,Retired Public Servant,Housewife,Politics / Public Service,Education / Academia
363,Hubli-Dharwad Central,Babajan Makatumhussain Ghantiwale,IND,26.0,0.0,2720000.0,1100000.0,Graduates,BA dr B R ambedikar college hubli 2012-13,Dharwad,student,Not Given,Not Given,Cound't Classify
364,Nippani,Babasaheb Balagouda Desai,IND,56.0,0.0,1595000.0,250000.0,Secondary Education,SSLC Karadaga High School in 1972,Belgaum,social worker,Teacher,Social Work / Activism,Education / Academia
365,Malur,B.V.Nagesh,IND,46.0,0.0,559950.0,,Higher Secondary Education,"II P.U.C. Govt Junior College, Malur 1985",Kolar,Business,House wife,Business / Entrepreneurship,Not Given
366,Gulbarga Rural,Baburao Chauhan,KJP,58.0,0.0,20940000.0,,Graduates,B.A From Govt. Collage Gulbarga,Gulbarga,Social Service,House Hold,Social Work / Activism,Cound't Classify
367,Gulbarga Rural,Babuhonna Naik,BSRC,59.0,0.0,9305000.0,,Technical/Professional Courses,T.C.H From Govt. T.T.I Kamalpur Dist Gulbarga,Gulbarga,Agricultural Social Work,Household,"Agriculture / Farming, Social Work / Activism",Not Given
368,Hubli-Dharwad East,Babu Sunkappa Bellary,BSRC,35.0,0.0,120000.0,,Secondary Education,lyamingtan boys high school hubballi 1992,Dharwad,BUSINESS,House wife,Business / Entrepreneurship,Not Given
369,Kittur,Babugouda Chintamanigouda Patil,KJP,52.0,1.0,16308000.0,2540000.0,Graduates,"B.A. from Karnataka College, Dharwad Karnataka University in 1981",Belgaum,Agriculture,House wife,Agriculture / Farming,Not Given
370,Gurmitkal,Babu Chavhan,BSRC,36.0,0.0,750000.0,,Unknown,Unknown,Yadgir,Agriculture and Social Service,Housewife,"Agriculture / Farming, Social Work / Activism",Education / Academia
371,Aland,Baburao Hanamant Nagure,IND,50.0,0.0,856000.0,,Unknown,Unknown,Gulbarga,agriculturist,House wife,Agriculture / Farming,Not Given
372,Raybag,Babu Shankar Bagewadi,JD(S),62.0,0.0,27929456.0,13732331.0,Graduates,"BA, J.S.S. COLLEGE",Belgaum,SELF EMPLOYMENT,HOUSE WIFE,Business / Entrepreneurship,Not Given
373,Bhalki,Babu Pasha,IND,42.0,0.0,5000.0,,Unknown,year 1992,Bidar,business,Not Given,Business / Entrepreneurship,Cound't Classify
374,Khanapur,Baburao Govind Desai,KJP,51.0,0.0,3510931.0,2078194.0,Secondary Education,SSLC,Belgaum,FARMER,HOUSE WIFE,Agriculture / Farming,Not Given
375,Bidar South,Baburao Honna,CPI,58.0,0.0,3074323.0,,Graduates,"Bsc,LLB from Karnataka Law College Bidar in 1994",Bidar,Lawyer,Private Job,Law / Judiciary,Information Technology
376,Sindhanur,Badarli Hampanagouda,INC,63.0,0.0,29219150.0,3468382.0,Graduates,B.A. Karnataka College Dharwar-Karnataka University,Raichur,Agriculture,Not Given,Agriculture / Farming,Cound't Classify
377,Bhadravati,Balakrishna. M.,BSRC,34.0,0.0,75000.0,,Secondary Education,SSLC govt high school,Shimoga,NIRVAHAKA,NOT FILLED,Law Enforcement / Security,Not Given
378,Arabhavi,Balachandra Laxmanrao Jarkiholi,BJP,47.0,0.0,126561587.0,5000000.0,Higher Secondary Education,"PUC 1st - JSS Arts, Science Commerce Collage Gokak In 1983",Belgaum,Business,Not Given,Business / Entrepreneurship,Cound't Classify
379,Chikkodi-Sadalga,Bahubali Shamagouda Patil,IND,29.0,0.0,1411000.0,588000.0,Literate,Bajirao Magdum High School Bavansavadatti,Belgaum,social work and agriculture,Not Given,"Agriculture / Farming, Social Work / Activism",Cound't Classify
380,Magadi,Balakrishna,IND,35.0,0.0,268000.0,,Secondary Education,government high school kuduru magadi taluk,Ramanagaram,FARMER,HOUSE WIFE,Agriculture / Farming,Not Given
381,Kagwad,Bahusaheb Ashok Naik (Dhavale),IND,31.0,0.0,1069000.0,,Secondary Education,"2001, Sri hari vidhyalaya, Ugara khurdha",Belgaum,agriculture labour,agriculture labour,Agriculture / Farming,Agriculture / Farming
